Paper ID,Problem ROR,Institution Name,Type,Ground Truth RORs,Predicted RORs
2311.09013,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),['https://ror.org/02en5vm52'],"['https://ror.org/01dp7jr64', 'https://ror.org/001swhm52', 'https://ror.org/05tkyf982', 'https://ror.org/01r1e1h27', 'https://ror.org/05f82e368', 'https://ror.org/02en5vm52', 'https://ror.org/02feahw73', 'https://ror.org/013cjyk83', 'https://ror.org/00hx57361']"
2311.17162,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/05dxps055', 'https://ror.org/01an7q238', 'https://ror.org/020hgte69']","['https://ror.org/01an7q238', 'https://ror.org/040tqga17', 'https://ror.org/05dxps055', 'https://ror.org/046rm7j60', 'https://ror.org/020hgte69']"
2311.08054,https://ror.org/02en5vm52,UPMC (Universite Pierre and Marie Curie),False Negative (missed),"['https://ror.org/05f0yaq80', 'https://ror.org/05a28rw58', 'https://ror.org/03prydq77', 'https://ror.org/026vcq606', 'https://ror.org/00jjx8s55', 'https://ror.org/016xsfp80', 'https://ror.org/05f950310', 'https://ror.org/027bh9e22', 'https://ror.org/04jsz6e67', 'https://ror.org/012p63287', 'https://ror.org/02en5vm52', 'https://ror.org/02jx3x895', 'https://ror.org/02gfc7t72', 'https://ror.org/03xjwb503', 'https://ror.org/029nkcm90']","['https://ror.org/05f0yaq80', 'https://ror.org/05a28rw58', 'https://ror.org/051sx6d27', 'https://ror.org/016xsfp80', 'https://ror.org/05f950310', 'https://ror.org/03thb3e06', 'https://ror.org/02wc0kq10', 'https://ror.org/01vhnrs90', 'https://ror.org/03jv6w209', 'https://ror.org/014er3x17', 'https://ror.org/01nrxwf90', 'https://ror.org/012p63287', 'https://ror.org/016kj2436', 'https://ror.org/02jx3x895', 'https://ror.org/04h699437', 'https://ror.org/03prydq77', 'https://ror.org/03xjwb503', 'https://ror.org/029nkcm90']"
2311.08054,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/05f0yaq80', 'https://ror.org/05a28rw58', 'https://ror.org/03prydq77', 'https://ror.org/026vcq606', 'https://ror.org/00jjx8s55', 'https://ror.org/016xsfp80', 'https://ror.org/05f950310', 'https://ror.org/027bh9e22', 'https://ror.org/04jsz6e67', 'https://ror.org/012p63287', 'https://ror.org/02en5vm52', 'https://ror.org/02jx3x895', 'https://ror.org/02gfc7t72', 'https://ror.org/03xjwb503', 'https://ror.org/029nkcm90']","['https://ror.org/05f0yaq80', 'https://ror.org/05a28rw58', 'https://ror.org/051sx6d27', 'https://ror.org/016xsfp80', 'https://ror.org/05f950310', 'https://ror.org/03thb3e06', 'https://ror.org/02wc0kq10', 'https://ror.org/01vhnrs90', 'https://ror.org/03jv6w209', 'https://ror.org/014er3x17', 'https://ror.org/01nrxwf90', 'https://ror.org/012p63287', 'https://ror.org/016kj2436', 'https://ror.org/02jx3x895', 'https://ror.org/04h699437', 'https://ror.org/03prydq77', 'https://ror.org/03xjwb503', 'https://ror.org/029nkcm90']"
2311.07638,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/00jjx8s55', 'https://ror.org/03xjwb503']","['https://ror.org/04t4pcw17', 'https://ror.org/03ss88z23', 'https://ror.org/02cgss904', 'https://ror.org/024exxj48', 'https://ror.org/026hk5s03', 'https://ror.org/01nyv7k26', 'https://ror.org/052rrw050', 'https://ror.org/05ffy6g34']"
2311.13634,https://ror.org/01yc7t268,Washington University in St. Louis,False Negative (missed),"['https://ror.org/02rx3b187', 'https://ror.org/01yc7t268', 'https://ror.org/022kthw22']","['https://ror.org/027ynra39', 'https://ror.org/05sbt2524', 'https://ror.org/0452jzg20', 'https://ror.org/022kthw22']"
2311.01503,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Negative (missed),"['https://ror.org/038t36y30', 'https://ror.org/0190ak572', 'https://ror.org/05591te55']","['https://ror.org/038t36y30', 'https://ror.org/01vhnrs90', 'https://ror.org/00e5k0821', 'https://ror.org/017qcv467']"
2311.18050,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),[],['https://ror.org/00hx57361']
2311.03677,https://ror.org/00jc20583,University of Colorado,False Negative (missed),['https://ror.org/00jc20583'],"['https://ror.org/04gg60e72', 'https://ror.org/001skmk61', 'https://ror.org/00e73ws79', 'https://ror.org/01hn2pk88', 'https://ror.org/036nfer12', 'https://ror.org/00sxj6k90', 'https://ror.org/01gw3d370', 'https://ror.org/02hh7en24']"
2311.16811,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),"['https://ror.org/0566a8c54', 'https://ror.org/00hj54h04']","['https://ror.org/00hj54h04', 'https://ror.org/0130frc33']"
2311.09100,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),[],"['https://ror.org/04xs57h96', 'https://ror.org/00e73ws79', 'https://ror.org/02p77k626', 'https://ror.org/03vmn1898', 'https://ror.org/00hx57361', 'https://ror.org/022kthw22']"
2311.10512,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),['https://ror.org/02kkvpp62'],"['https://ror.org/02kkvpp62', 'https://ror.org/03ad39j10', 'https://ror.org/05591te55', 'https://ror.org/00e73ws79']"
2311.02739,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),['https://ror.org/05a28rw58'],"['https://ror.org/05a28rw58', 'https://ror.org/00hx57361']"
2311.18211,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),"['https://ror.org/057zh3y96', 'https://ror.org/02gh4kt33']","['https://ror.org/01hjzeq58', 'https://ror.org/03re3pg25', 'https://ror.org/057zh3y96', 'https://ror.org/002hc6y19']"
2311.03451,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),"['https://ror.org/0566a8c54', 'https://ror.org/009gyvm78']","['https://ror.org/04tj63d06', 'https://ror.org/009gyvm78', 'https://ror.org/04dese585']"
2311.15533,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/04p491231', 'https://ror.org/01an7q238', 'https://ror.org/02jbv0t02']","['https://ror.org/046rm7j60', 'https://ror.org/01an7q238', 'https://ror.org/04p491231', 'https://ror.org/02jbv0t02']"
2311.06662,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),['https://ror.org/0566a8c54'],['https://ror.org/001anga17']
2311.00228,https://ror.org/01yc7t268,Washington University in St. Louis,False Negative (missed),"['https://ror.org/03vek6s52', 'https://ror.org/042nb2s44', 'https://ror.org/01yc7t268']","['https://ror.org/04xysgw12', 'https://ror.org/03vek6s52', 'https://ror.org/042nb2s44', 'https://ror.org/0395sep02']"
2311.00030,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),[],"['https://ror.org/02kkvpp62', 'https://ror.org/0504r6d12', 'https://ror.org/04ynn1b95', 'https://ror.org/052bx8q98', 'https://ror.org/046a9q865', 'https://ror.org/01an7q238', 'https://ror.org/000qzf213', 'https://ror.org/02jbv0t02', 'https://ror.org/017qcv467', 'https://ror.org/046rm7j60', 'https://ror.org/05bj7sh33', 'https://ror.org/04g2pxh42', 'https://ror.org/05591te55']"
2311.00030,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),[],"['https://ror.org/02kkvpp62', 'https://ror.org/0504r6d12', 'https://ror.org/04ynn1b95', 'https://ror.org/052bx8q98', 'https://ror.org/046a9q865', 'https://ror.org/01an7q238', 'https://ror.org/000qzf213', 'https://ror.org/02jbv0t02', 'https://ror.org/017qcv467', 'https://ror.org/046rm7j60', 'https://ror.org/05bj7sh33', 'https://ror.org/04g2pxh42', 'https://ror.org/05591te55']"
2311.08289,https://ror.org/02en5vm52,UPMC (Universite Pierre and Marie Curie),False Negative (missed),['https://ror.org/02en5vm52'],"['https://ror.org/037tm7f56', 'https://ror.org/05f82e368']"
2311.07374,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/05gvnxz63', 'https://ror.org/05x2bcf33', 'https://ror.org/00jjx8s55', 'https://ror.org/01kj2bm70', 'https://ror.org/03xjwb503']","['https://ror.org/05gvnxz63', 'https://ror.org/05x2bcf33', 'https://ror.org/03awzbc87', 'https://ror.org/040tqga17', 'https://ror.org/01kj2bm70', 'https://ror.org/03xjwb503']"
2311.12920,https://ror.org/02en5vm52,UPMC (Universite Pierre and Marie Curie),False Positive (wrongly predicted),[],"['https://ror.org/03s53g630', 'https://ror.org/034t30j35', 'https://ror.org/04xrcta15', 'https://ror.org/02e24yw40', 'https://ror.org/01gh88804', 'https://ror.org/02en5vm52', 'https://ror.org/05g3dte14', 'https://ror.org/020vtf184', 'https://ror.org/05591te55', 'https://ror.org/00hx57361', 'https://ror.org/05qbk4x57']"
2311.12920,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),[],"['https://ror.org/03s53g630', 'https://ror.org/034t30j35', 'https://ror.org/04xrcta15', 'https://ror.org/02e24yw40', 'https://ror.org/01gh88804', 'https://ror.org/02en5vm52', 'https://ror.org/05g3dte14', 'https://ror.org/020vtf184', 'https://ror.org/05591te55', 'https://ror.org/00hx57361', 'https://ror.org/05qbk4x57']"
2311.12920,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),[],"['https://ror.org/03s53g630', 'https://ror.org/034t30j35', 'https://ror.org/04xrcta15', 'https://ror.org/02e24yw40', 'https://ror.org/01gh88804', 'https://ror.org/02en5vm52', 'https://ror.org/05g3dte14', 'https://ror.org/020vtf184', 'https://ror.org/05591te55', 'https://ror.org/00hx57361', 'https://ror.org/05qbk4x57']"
2311.03309,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),['https://ror.org/01an7q238'],"['https://ror.org/05k87vq12', 'https://ror.org/04yvx5a03', 'https://ror.org/01an7q238', 'https://ror.org/046rm7j60', 'https://ror.org/00971b260']"
2311.14409,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/03m2x1q45', 'https://ror.org/05x2bcf33', 'https://ror.org/04mhzgx49', 'https://ror.org/01an7q238', 'https://ror.org/047426m28', 'https://ror.org/04ka0vh05', 'https://ror.org/03cve4549', 'https://ror.org/01f5ytq51', 'https://ror.org/02gfc7t72']","['https://ror.org/058pyyv44', 'https://ror.org/04ynn1b95', 'https://ror.org/03t6cz096', 'https://ror.org/04t4pcw17', 'https://ror.org/05x2bcf33', 'https://ror.org/01pjxkf30', 'https://ror.org/01k80zh77', 'https://ror.org/01an7q238', 'https://ror.org/010pmpe69', 'https://ror.org/05ct4fn38', 'https://ror.org/02f42pw58', 'https://ror.org/036b2ww28', 'https://ror.org/03m2x1q45', 'https://ror.org/047426m28', 'https://ror.org/03ha3x766', 'https://ror.org/04ka0vh05', 'https://ror.org/03ds72003', 'https://ror.org/034t30j35', 'https://ror.org/04mhzgx49', 'https://ror.org/05d0bdm05', 'https://ror.org/046rm7j60', 'https://ror.org/03cve4549', 'https://ror.org/01f5ytq51', 'https://ror.org/05mm0yv21']"
2311.02176,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),"['https://ror.org/03vek6s52', 'https://ror.org/02gh4kt33', 'https://ror.org/02v6kpv12', 'https://ror.org/0524sp257', 'https://ror.org/00hx57361', 'https://ror.org/00jjx8s55', 'https://ror.org/00g30e956', 'https://ror.org/05dxps055', 'https://ror.org/01swzsf04', 'https://ror.org/03xjwb503']","['https://ror.org/0524sp257', 'https://ror.org/04j0x0h93', 'https://ror.org/05dxps055', 'https://ror.org/03re3pg25', 'https://ror.org/05183v471', 'https://ror.org/00g30e956', 'https://ror.org/01jgp6d54', 'https://ror.org/01swzsf04', 'https://ror.org/004raaa70', 'https://ror.org/02kx1hs47', 'https://ror.org/01111rn36', 'https://ror.org/01pp8nd67', 'https://ror.org/02p77k626', 'https://ror.org/03xjwb503', 'https://ror.org/03c3r2d17', 'https://ror.org/017tgbk05', 'https://ror.org/00gqsp710', 'https://ror.org/027m9bs27', 'https://ror.org/05f82e368', 'https://ror.org/02be6w209', 'https://ror.org/00hx57361']"
2311.02176,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/03vek6s52', 'https://ror.org/02gh4kt33', 'https://ror.org/02v6kpv12', 'https://ror.org/0524sp257', 'https://ror.org/00hx57361', 'https://ror.org/00jjx8s55', 'https://ror.org/00g30e956', 'https://ror.org/05dxps055', 'https://ror.org/01swzsf04', 'https://ror.org/03xjwb503']","['https://ror.org/0524sp257', 'https://ror.org/04j0x0h93', 'https://ror.org/05dxps055', 'https://ror.org/03re3pg25', 'https://ror.org/05183v471', 'https://ror.org/00g30e956', 'https://ror.org/01jgp6d54', 'https://ror.org/01swzsf04', 'https://ror.org/004raaa70', 'https://ror.org/02kx1hs47', 'https://ror.org/01111rn36', 'https://ror.org/01pp8nd67', 'https://ror.org/02p77k626', 'https://ror.org/03xjwb503', 'https://ror.org/03c3r2d17', 'https://ror.org/017tgbk05', 'https://ror.org/00gqsp710', 'https://ror.org/027m9bs27', 'https://ror.org/05f82e368', 'https://ror.org/02be6w209', 'https://ror.org/00hx57361']"
2311.04236,https://ror.org/05p8z3f47,Purdue University,False Negative (missed),['https://ror.org/05p8z3f47'],"['https://ror.org/02dqehb95', 'https://ror.org/0257kt353']"
2311.02172,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),"['https://ror.org/0566a8c54', 'https://ror.org/02smfhw86', 'https://ror.org/00py81415']","['https://ror.org/028k36c88', 'https://ror.org/04tj63d06', 'https://ror.org/02smfhw86', 'https://ror.org/00py81415']"
2311.14193,https://ror.org/000e0be47,Northwestern University,False Negative (missed),['https://ror.org/000e0be47'],"['https://ror.org/02mpq6x41', 'https://ror.org/04hxzf837', 'https://ror.org/00m6w7z96']"
2311.00740,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),[],"['https://ror.org/05f0yaq80', 'https://ror.org/047426m28', 'https://ror.org/00hx57361']"
2311.02280,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),[],"['https://ror.org/04yvx5a03', 'https://ror.org/046rm7j60', 'https://ror.org/00q7fqf35']"
2311.07713,https://ror.org/000e0be47,Northwestern University,False Negative (missed),"['https://ror.org/02gfc7t72', 'https://ror.org/02smfhw86', 'https://ror.org/000e0be47', 'https://ror.org/01f5ytq51', 'https://ror.org/020hgte69']","['https://ror.org/01cby8j38', 'https://ror.org/03ds72003', 'https://ror.org/02smfhw86', 'https://ror.org/00m6w7z96', 'https://ror.org/01f5ytq51', 'https://ror.org/020hgte69']"
2311.00114,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),[],"['https://ror.org/00hx57361', 'https://ror.org/03g5ew477', 'https://ror.org/03kpps236']"
2311.12103,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),['https://ror.org/00d9ah105'],"['https://ror.org/046rm7j60', 'https://ror.org/00d9ah105', 'https://ror.org/00e73ws79']"
2311.02372,https://ror.org/00hx57361,Princeton University,False Negative (missed),"['https://ror.org/00hx57361', 'https://ror.org/05qwgg493', 'https://ror.org/05vghhr25', 'https://ror.org/03t78wx29']","['https://ror.org/02t4nyn12', 'https://ror.org/04t4pcw17', 'https://ror.org/03n4ayy20', 'https://ror.org/034t30j35', 'https://ror.org/01x8hew03', 'https://ror.org/05m4hh157', 'https://ror.org/01vztzd79', 'https://ror.org/05d0bdm05', 'https://ror.org/02s2qpg90', 'https://ror.org/003n8re58', 'https://ror.org/01qdbbk19', 'https://ror.org/05vghhr25', 'https://ror.org/023znxa73', 'https://ror.org/05qrfxd25', 'https://ror.org/05qwgg493', 'https://ror.org/02nx5r318', 'https://ror.org/03t78wx29']"
2311.04024,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/00hj8s172', 'https://ror.org/01faaaf77', 'https://ror.org/02v6kpv12', 'https://ror.org/040af2s02', 'https://ror.org/00jjx8s55', 'https://ror.org/0061x0487', 'https://ror.org/03xjwb503']","['https://ror.org/03n4ayy20', 'https://ror.org/01rmh9n78', 'https://ror.org/01faaaf77', 'https://ror.org/00hj8s172', 'https://ror.org/01x8hew03', 'https://ror.org/040af2s02', 'https://ror.org/047p7y759', 'https://ror.org/017tgbk05', 'https://ror.org/05v62cm79', 'https://ror.org/01z1azz52', 'https://ror.org/03wye8c03', 'https://ror.org/00e73ws79', 'https://ror.org/01fv25t22', 'https://ror.org/03mrbr458', 'https://ror.org/0171mag52', 'https://ror.org/02j6gm739', 'https://ror.org/03n15ch10', 'https://ror.org/02e2egq70']"
2311.12617,https://ror.org/000e0be47,Northwestern University,False Negative (missed),"['https://ror.org/04xfq0f34', 'https://ror.org/000e0be47', 'https://ror.org/01eezs655']","['https://ror.org/04xfq0f34', 'https://ror.org/01eezs655', 'https://ror.org/00m6w7z96']"
2311.05795,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),['https://ror.org/0566a8c54'],"['https://ror.org/049emcs32', 'https://ror.org/0130frc33']"
2311.07011,https://ror.org/02en5vm52,UPMC (Universite Pierre and Marie Curie),False Negative (missed),"['https://ror.org/03vek6s52', 'https://ror.org/02v6kpv12', 'https://ror.org/02rx3b187', 'https://ror.org/05dxps055', 'https://ror.org/02en5vm52', 'https://ror.org/0566a8c54', 'https://ror.org/00hx57361', 'https://ror.org/029nkcm90']","['https://ror.org/03yghzc09', 'https://ror.org/03c3r2d17', 'https://ror.org/022bnxw24', 'https://ror.org/00hx57361', 'https://ror.org/02vm5rt34', 'https://ror.org/02rx3b187', 'https://ror.org/02acart68', 'https://ror.org/0130frc33', 'https://ror.org/05dxps055', 'https://ror.org/02dxgk712', 'https://ror.org/01gtjxz83', 'https://ror.org/035xkbk20', 'https://ror.org/004raaa70', 'https://ror.org/055v9fh02', 'https://ror.org/00hq0e369', 'https://ror.org/043pwc612', 'https://ror.org/03w6nzd18']"
2311.07011,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),"['https://ror.org/03vek6s52', 'https://ror.org/02v6kpv12', 'https://ror.org/02rx3b187', 'https://ror.org/05dxps055', 'https://ror.org/02en5vm52', 'https://ror.org/0566a8c54', 'https://ror.org/00hx57361', 'https://ror.org/029nkcm90']","['https://ror.org/03yghzc09', 'https://ror.org/03c3r2d17', 'https://ror.org/022bnxw24', 'https://ror.org/00hx57361', 'https://ror.org/02vm5rt34', 'https://ror.org/02rx3b187', 'https://ror.org/02acart68', 'https://ror.org/0130frc33', 'https://ror.org/05dxps055', 'https://ror.org/02dxgk712', 'https://ror.org/01gtjxz83', 'https://ror.org/035xkbk20', 'https://ror.org/004raaa70', 'https://ror.org/055v9fh02', 'https://ror.org/00hq0e369', 'https://ror.org/043pwc612', 'https://ror.org/03w6nzd18']"
2311.06155,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),['https://ror.org/02gh4kt33'],"['https://ror.org/04z3y3f62', 'https://ror.org/03re3pg25', 'https://ror.org/03qafph14']"
2311.13997,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),"['https://ror.org/02kkvpp62', 'https://ror.org/00f54p054']","['https://ror.org/02kkvpp62', 'https://ror.org/00f54p054', 'https://ror.org/02vh8a032', 'https://ror.org/01jjhfr75', 'https://ror.org/05591te55']"
2311.02531,https://ror.org/05p8z3f47,Purdue University,False Negative (missed),"['https://ror.org/01kg8sb98', 'https://ror.org/05p8z3f47']","['https://ror.org/05dbx6743', 'https://ror.org/01kg8sb98', 'https://ror.org/05gxnyn08', 'https://ror.org/05183v471']"
2311.09280,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),[],"['https://ror.org/04d23a975', 'https://ror.org/03n4ayy20', 'https://ror.org/01mxmpy39', 'https://ror.org/00f54p054', 'https://ror.org/00e73ws79', 'https://ror.org/03v76x132', 'https://ror.org/00pwqz914', 'https://ror.org/036f5mx38', 'https://ror.org/00za53h95', 'https://ror.org/00hx57361']"
2311.10078,https://ror.org/01yc7t268,Washington University in St. Louis,False Negative (missed),"['https://ror.org/01f5ytq51', 'https://ror.org/01yc7t268', 'https://ror.org/01an3r305']","['https://ror.org/01f5ytq51', 'https://ror.org/03ds72003', 'https://ror.org/01an3r305']"
2311.09371,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),"['https://ror.org/042nb2s44', 'https://ror.org/02gh4kt33', 'https://ror.org/05dxps055', 'https://ror.org/01qtasp15', 'https://ror.org/00za53h95', 'https://ror.org/047s2c258', 'https://ror.org/025r5qe02']","['https://ror.org/042nb2s44', 'https://ror.org/03n4ayy20', 'https://ror.org/00e73ws79', 'https://ror.org/05dxps055', 'https://ror.org/02p77k626', 'https://ror.org/0171mag52', 'https://ror.org/036f5mx38', 'https://ror.org/01qtasp15', 'https://ror.org/025rrx658', 'https://ror.org/00za53h95', 'https://ror.org/02hnp4676', 'https://ror.org/047s2c258', 'https://ror.org/025r5qe02']"
2311.16400,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),[],['https://ror.org/046rm7j60']
2311.08358,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),"['https://ror.org/02gh4kt33', 'https://ror.org/03y7q9t39']","['https://ror.org/00340yn33', 'https://ror.org/013meh722', 'https://ror.org/02txwfx92', 'https://ror.org/00pg6eq24', 'https://ror.org/00e73ws79', 'https://ror.org/00fbze943', 'https://ror.org/03q098e53', 'https://ror.org/03y7q9t39']"
2311.13037,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),[],"['https://ror.org/00hx57361', 'https://ror.org/02a6ztn45', 'https://ror.org/01f5ytq51', 'https://ror.org/02eq2w707']"
2311.05916,https://ror.org/01yc7t268,Washington University in St. Louis,False Negative (missed),"['https://ror.org/057zh3y96', 'https://ror.org/04chrp450', 'https://ror.org/01g5y5k24', 'https://ror.org/02kpeqv85', 'https://ror.org/00ntfnx83', 'https://ror.org/01yc7t268', 'https://ror.org/047s2c258']","['https://ror.org/00z34yn88', 'https://ror.org/016bgq349', 'https://ror.org/020rbyg91', 'https://ror.org/02syg0q74', 'https://ror.org/05ect4e57', 'https://ror.org/008td3p62', 'https://ror.org/0197nmd03', 'https://ror.org/00kd5se19', 'https://ror.org/0171mag52', 'https://ror.org/005ta0471', 'https://ror.org/02s42x260', 'https://ror.org/00sjd5653', 'https://ror.org/01g5y5k24', 'https://ror.org/03ad39j10', 'https://ror.org/05b7rex33', 'https://ror.org/05symbg58', 'https://ror.org/03zyp6p76', 'https://ror.org/02qskvh78', 'https://ror.org/04chrp450', 'https://ror.org/059yhyy33', 'https://ror.org/002rw7y37', 'https://ror.org/02kpeqv85', 'https://ror.org/00ntfnx83', 'https://ror.org/04w7skc03', 'https://ror.org/04jr1s763', 'https://ror.org/00240q980', 'https://ror.org/02j6c0d67', 'https://ror.org/047s2c258', 'https://ror.org/020wjcq07', 'https://ror.org/057zh3y96', 'https://ror.org/0244rem06', 'https://ror.org/034gcgw60', 'https://ror.org/05k6m5t95', 'https://ror.org/01hvx5h04', 'https://ror.org/03tcppy59', 'https://ror.org/03bjn0010', 'https://ror.org/01tevnk56', 'https://ror.org/05jk51a88']"
2311.18807,https://ror.org/000e0be47,Northwestern University,False Negative (missed),"['https://ror.org/00b30xv10', 'https://ror.org/000e0be47']","['https://ror.org/040tqga17', 'https://ror.org/00e73ws79', 'https://ror.org/00sxj6k90', 'https://ror.org/00m6w7z96', 'https://ror.org/00b30xv10', 'https://ror.org/010wkqn50']"
2311.10915,https://ror.org/00jc20583,University of Colorado,False Negative (missed),['https://ror.org/00jc20583'],"['https://ror.org/0504r6d12', 'https://ror.org/04hxzf837', 'https://ror.org/01z1azz52', 'https://ror.org/05apxxy63', 'https://ror.org/040tqga17', 'https://ror.org/02ttsq026']"
2311.00122,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),['https://ror.org/0566a8c54'],"['https://ror.org/04yvx5a03', 'https://ror.org/04tj63d06']"
2311.07367,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/00jjx8s55', 'https://ror.org/042nb2s44', 'https://ror.org/03xjwb503']","['https://ror.org/04kfyt897', 'https://ror.org/042nb2s44', 'https://ror.org/04489at23', 'https://ror.org/04pvzz946', 'https://ror.org/04cw6st05', 'https://ror.org/054v4yq51', 'https://ror.org/03xjwb503']"
2311.05678,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/047426m28', 'https://ror.org/05rrcem69']","['https://ror.org/05fs6jp91', 'https://ror.org/00e73ws79', 'https://ror.org/05rrcem69', 'https://ror.org/046rm7j60', 'https://ror.org/05sjwtp51', 'https://ror.org/047gc3g35']"
2311.03264,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),"['https://ror.org/05f0yaq80', 'https://ror.org/05a28rw58', 'https://ror.org/0281dp749', 'https://ror.org/02k7v4d05', 'https://ror.org/02gh4kt33', 'https://ror.org/026vcq606', 'https://ror.org/02rx3b187', 'https://ror.org/03v4gjf40', 'https://ror.org/027bh9e22', 'https://ror.org/036wvs663', 'https://ror.org/01swzsf04', 'https://ror.org/02wn5qz54', 'https://ror.org/046ak2485', 'https://ror.org/02en5vm52', 'https://ror.org/01vbgty78', 'https://ror.org/02gfc7t72', 'https://ror.org/03prydq77', 'https://ror.org/029nkcm90']","['https://ror.org/012a77v79', 'https://ror.org/03v4gjf40', 'https://ror.org/03cmntr54', 'https://ror.org/03re3pg25', 'https://ror.org/02en5vm52', 'https://ror.org/01a77tt86', 'https://ror.org/048tbm396', 'https://ror.org/043pwc612', 'https://ror.org/029nkcm90', 'https://ror.org/05f0yaq80', 'https://ror.org/013meh722', 'https://ror.org/035xkbk20', 'https://ror.org/02wn5qz54', 'https://ror.org/00d7xrm67', 'https://ror.org/01swzsf04', 'https://ror.org/04bwf3e34', 'https://ror.org/040wg7k59', 'https://ror.org/03wd9za21', 'https://ror.org/00340yn33', 'https://ror.org/01r9z8p25', 'https://ror.org/00k6njn28', 'https://ror.org/046ak2485', 'https://ror.org/00240q980', 'https://ror.org/03prydq77', 'https://ror.org/01jsq2704', 'https://ror.org/02k7v4d05', 'https://ror.org/039jmcx36', 'https://ror.org/02rx3b187', 'https://ror.org/05f82e368', 'https://ror.org/027bh9e22', 'https://ror.org/03anc3s24', 'https://ror.org/02trn6p95', 'https://ror.org/00afp2z80', 'https://ror.org/05a28rw58']"
2311.00145,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/03m2x1q45', 'https://ror.org/05dxps055', 'https://ror.org/01f5ytq51', 'https://ror.org/047s2c258', 'https://ror.org/0168r3w48']","['https://ror.org/03m2x1q45', 'https://ror.org/03ds72003', 'https://ror.org/03cqe8w59', 'https://ror.org/01t466c14', 'https://ror.org/040wg7k59', 'https://ror.org/05dxps055', 'https://ror.org/046rm7j60', 'https://ror.org/000kjq947', 'https://ror.org/00htwgm11', 'https://ror.org/01f5ytq51', 'https://ror.org/047gc3g35', 'https://ror.org/047s2c258', 'https://ror.org/0168r3w48']"
2311.09670,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),[],"['https://ror.org/00hx57361', 'https://ror.org/052y0j663', 'https://ror.org/010nsgg66']"
2311.02781,https://ror.org/05p8z3f47,Purdue University,False Negative (missed),['https://ror.org/05p8z3f47'],"['https://ror.org/02dqehb95', 'https://ror.org/00e73ws79', 'https://ror.org/0257kt353']"
